subject_area,date,aggregationType
Health (social science),2023,Journal
Molecular Medicine,2022,Journal
Immunology and Microbiology (all),2022,Journal
Veterinary (all),2022,Journal
"Public Health, Environmental and Occupational Health",2022,Journal
Infectious Diseases,2022,Journal
Software,2022,Conference Proceeding
Computer Networks and Communications,2022,Conference Proceeding
Polymers and Plastics,2023,Journal
Organic Chemistry,2023,Journal
Materials Chemistry,2023,Journal
Chemical Engineering (all),2018,Journal
Materials Science (all),2018,Journal
Biotechnology,2018,Journal
Food Science,2018,Journal
Applied Microbiology and Biotechnology,2018,Journal
Physiology,2018,Journal
Genetics,2018,Journal
Plant Science,2018,Journal
Ceramics and Composites,2019,Journal
Chemistry (all),2019,Journal
Polymers and Plastics,2019,Journal
Materials Chemistry,2019,Journal
Condensed Matter Physics,2018,Journal
Physical and Theoretical Chemistry,2018,Journal
"Electronic, Optical and Magnetic Materials",2022,Journal
Instrumentation,2022,Journal
Condensed Matter Physics,2022,Journal
"Surfaces, Coatings and Films",2022,Journal
Metals and Alloys,2022,Journal
Electrical and Electronic Engineering,2022,Journal
Materials Chemistry,2022,Journal
Chemical Engineering (all),2021,Journal
Materials Science (all),2021,Journal
Geriatrics and Gerontology,2018,Journal
Biochemistry,2019,Journal
Aging,2019,Journal
Cell Biology,2019,Journal
"Pediatrics, Perinatology and Child Health",2021,Journal
Hematology,2021,Journal
Oncology,2021,Journal
Civil and Structural Engineering,2021,Journal
Building and Construction,2021,Journal
Materials Science (all),2021,Journal
Education,2022,Journal
Catalysis,2023,Journal
Education,2023,Journal
Energy (miscellaneous),2023,Journal
Process Chemistry and Technology,2023,Journal
Fluid Flow and Transfer Processes,2023,Journal
Filtration and Separation,2023,Journal
Chemical Engineering (all),2019,Journal
Polymers and Plastics,2019,Journal
Organic Chemistry,2019,Journal
Chemistry (all),2022,Journal
Pharmacology,2023,Journal
Pharmaceutical Science,2023,Journal
Medicine (miscellaneous),2019,Journal
"Pharmacology, Toxicology and Pharmaceutics (all)",2019,Journal
Pharmacology (medical),2019,Journal
Hepatology,2019,Journal
Gastroenterology,2019,Journal
Bioengineering,2019,Journal
Chemical Engineering (miscellaneous),2019,Journal
Process Chemistry and Technology,2019,Journal
Parasitology,2018,Journal
Veterinary (all),2018,Journal
Insect Science,2018,Journal
Infectious Diseases,2018,Journal
Instrumentation,2018,Journal
Condensed Matter Physics,2018,Journal
"Surfaces, Coatings and Films",2018,Journal
Materials Science (all),2020,Journal
Mechanics of Materials,2020,Journal
Chemistry (all),2018,Journal
Chemical Engineering (all),2018,Journal
Immunology and Allergy,2023,Journal
Rheumatology,2023,Journal
Immunology,2023,Journal
Structural Biology,2018,Journal
Biochemistry,2018,Journal
Molecular Biology,2018,Journal
Condensed Matter Physics,2018,Journal
Inorganic Chemistry,2018,Journal
Materials Chemistry,2018,Journal
Dentistry (all),2020,Journal
Social Psychology,2020,Journal
Applied Psychology,2020,Journal
"Geography, Planning and Development",2019,Journal
Political Science and International Relations,2019,Journal
Clinical Biochemistry,2022,Journal
Dermatology,2019,Journal
"Public Health, Environmental and Occupational Health",2019,Journal
Pharmacology (medical),2019,Journal
Infectious Diseases,2019,Journal
Polymers and Plastics,2021,Journal
Materials Chemistry,2021,Journal
Pulmonary and Respiratory Medicine,2018,Journal
Neurology,2018,Journal
Neurology (clinical),2018,Journal
Multidisciplinary,2020,Journal
Cardiology and Cardiovascular Medicine,2019,Journal
Physiology (medical),2019,Journal
Oncology,2019,Journal
Oncology (nursing),2019,Journal
Complementary and Manual Therapy,2022,Journal
"Physical Therapy, Sports Therapy and Rehabilitation",2022,Journal
Rehabilitation,2022,Journal
Complementary and Alternative Medicine,2022,Journal
Analytical Chemistry,2019,Journal
Fuel Technology,2019,Journal
Astronomy and Astrophysics,2020,Journal
Space and Planetary Science,2020,Journal
Organic Chemistry,2018,Journal
Polymers and Plastics,2018,Journal
Materials Chemistry,2018,Journal
"Renewable Energy, Sustainability and the Environment",2020,Journal
Environmental Science (all),2020,Journal
Strategy and Management,2020,Journal
Industrial and Manufacturing Engineering,2020,Journal
Veterinary (all),2018,Journal
Medicine (all),2022,Journal
Multidisciplinary,2022,Journal
"Ecology, Evolution, Behavior and Systematics",2023,Journal
Animal Science and Zoology,2023,Journal
Cell Biology,2023,Journal
Computer Science Applications,2021,Journal
Computer Networks and Communications,2021,Journal
Chemistry (miscellaneous),2023,Journal
Medicine (miscellaneous),2023,Journal
"Pharmacology, Toxicology and Pharmaceutics (all)",2023,Journal
Pharmacology (medical),2023,Journal
Multidisciplinary,2018,Journal
Gastroenterology,2020,Journal
Pulmonary and Respiratory Medicine,2022,Journal
Infectious Diseases,2022,Journal
Multidisciplinary,2023,Journal
"Electronic, Optical and Magnetic Materials",2020,Journal
"Atomic and Molecular Physics, and Optics",2020,Journal
Condensed Matter Physics,2020,Journal
Spectroscopy,2020,Journal
Physical and Theoretical Chemistry,2020,Journal
Materials Chemistry,2020,Journal
Immunology and Allergy,2019,Journal
Hematology,2019,Journal
"Public Health, Environmental and Occupational Health",2019,Journal
Clinical Biochemistry,2019,Journal
Medical Laboratory Technology,2019,Journal
Biochemistry (medical),2019,Journal
Microbiology (medical),2019,Journal
Engineering (miscellaneous),2018,Journal
Physics and Astronomy (miscellaneous),2018,Journal
Immunology and Allergy,2019,Journal
Immunology,2019,Journal
Genetics,2019,Journal
Medicine (all),2021,Journal
Computer Science (all),2023,Journal
Materials Science (all),2023,Journal
Engineering (all),2023,Journal
Environmental Engineering,2018,Journal
Environmental Chemistry,2018,Journal
Waste Management and Disposal,2018,Journal
Pollution,2018,Journal
"Health, Toxicology and Mutagenesis",2018,Journal
"Endocrinology, Diabetes and Metabolism",2021,Journal
Reproductive Medicine,2021,Journal
Endocrinology,2021,Journal
Psychiatry and Mental Health,2021,Journal
Urology,2021,Journal
Aquatic Science,2021,Journal
Animal Science and Zoology,2021,Journal
"Radiology, Nuclear Medicine and Imaging",2021,Journal
Cardiology and Cardiovascular Medicine,2021,Journal
Physics and Astronomy (all),2019,Journal
Biotechnology,2022,Journal
Biophysics,2022,Journal
Biomedical Engineering,2022,Journal
Electrochemistry,2022,Journal
"Ecology, Evolution, Behavior and Systematics",2018,Journal
Animal Science and Zoology,2018,Journal
Social Sciences (all),2023,Journal
Multidisciplinary,2021,Journal
Ocean Engineering,2019,Journal
Environmental Engineering,2023,Journal
Environmental Chemistry,2023,Journal
Chemistry (all),2023,Journal
Pollution,2023,Journal
"Public Health, Environmental and Occupational Health",2023,Journal
"Health, Toxicology and Mutagenesis",2023,Journal
Chemistry (all),2021,Journal
Polymers and Plastics,2021,Journal
Dermatology,2022,Journal
Chemical Engineering (all),2020,Journal
Materials Science (all),2020,Journal
Condensed Matter Physics,2020,Journal
Inorganic Chemistry,2020,Journal
Immunology and Allergy,2019,Journal
Immunology,2019,Journal
Pharmaceutical Science,2018,Journal
Physiology,2018,Journal
Nephrology,2018,Journal
Urology,2018,Journal
Physiology (medical),2018,Journal
Environmental Engineering,2019,Journal
Polymers and Plastics,2019,Journal
Materials Chemistry,2019,Journal
Analytical Chemistry,2022,Journal
Chemistry (miscellaneous),2022,Journal
Molecular Medicine,2022,Journal
Pharmaceutical Science,2022,Journal
Drug Discovery,2022,Journal
Physical and Theoretical Chemistry,2022,Journal
Organic Chemistry,2022,Journal
Health Policy,2019,Journal
"Public Health, Environmental and Occupational Health",2019,Journal
Management Information Systems,2022,Journal
Business and International Management,2022,Journal
Strategy and Management,2022,Journal
"Statistics, Probability and Uncertainty",2022,Journal
Management Science and Operations Research,2022,Journal
Neuroscience (all),2018,Journal
"Biochemistry, Genetics and Molecular Biology (all)",2018,Journal
Agricultural and Biological Sciences (all),2018,Journal
"Endocrinology, Diabetes and Metabolism",2022,Journal
Nutrition and Dietetics,2022,Journal
Environmental Engineering,2018,Journal
Environmental Chemistry,2018,Journal
Chemical Engineering (all),2018,Journal
"Safety, Risk, Reliability and Quality",2018,Journal
Orthopedics and Sports Medicine,2019,Journal
"Ecology, Evolution, Behavior and Systematics",2022,Journal
Plant Science,2022,Journal
Veterinary (all),2021,Journal
Social Sciences (all),2020,Journal
"Renewable Energy, Sustainability and the Environment",2021,Journal
Fuel Technology,2021,Journal
Condensed Matter Physics,2021,Journal
Energy Engineering and Power Technology,2021,Journal
Law,2019,Journal
Internal Medicine,2021,Journal
Immunology and Allergy,2021,Journal
Hepatology,2021,Journal
Gastroenterology,2021,Journal
Environmental Science (all),2021,Journal
Soil Science,2021,Journal
Plant Science,2021,Journal
Management Information Systems,2020,Journal
Computer Science Applications,2020,Journal
Information Systems and Management,2020,Journal
Management of Technology and Innovation,2020,Journal
Analytical Chemistry,2020,Journal
Chemistry (miscellaneous),2020,Journal
Molecular Medicine,2020,Journal
Pharmaceutical Science,2020,Journal
Drug Discovery,2020,Journal
Physical and Theoretical Chemistry,2020,Journal
Organic Chemistry,2020,Journal
Food Science,2021,Journal
Microbiology,2021,Journal
Podiatry,2023,Journal
Orthopedics and Sports Medicine,2023,Journal
"Pediatrics, Perinatology and Child Health",2023,Journal
"Geography, Planning and Development",2023,Journal
Biochemistry,2023,Journal
Aquatic Science,2023,Journal
Water Science and Technology,2023,Journal
"Endocrinology, Diabetes and Metabolism",2021,Journal
Food Science,2021,Journal
Nutrition and Dietetics,2021,Journal
Chemistry (all),2018,Journal
Chemical Engineering (all),2018,Journal
"Renewable Energy, Sustainability and the Environment",2018,Journal
Building and Construction,2018,Journal
Environmental Science (all),2018,Journal
Strategy and Management,2018,Journal
Industrial and Manufacturing Engineering,2018,Journal
Chemistry (all),2021,Journal
Chemical Engineering (all),2021,Journal
Analytical Chemistry,2023,Journal
Biochemistry,2023,Journal
Environmental Chemistry,2023,Journal
Spectroscopy,2023,Journal
Electrochemistry,2023,Journal
Materials Science (all),2021,Journal
Mechanics of Materials,2021,Journal
Dermatology,2023,Journal
Catalysis,2020,Journal
Physical and Theoretical Chemistry,2020,Journal
Bioengineering,2019,Journal
Chemical Engineering (miscellaneous),2019,Journal
Process Chemistry and Technology,2019,Journal
Genetics,2018,Journal
Genetics (clinical),2018,Journal
Materials Science (all),2022,Journal
Mechanics of Materials,2022,Journal
Multidisciplinary,2022,Journal
Physics and Astronomy (all),2020,Journal
Physical and Theoretical Chemistry,2020,Journal
Materials Science (all),2022,Journal
Condensed Matter Physics,2022,Journal
Materials Science (all),2020,Conference Proceeding
Agricultural and Biological Sciences (all),2021,Journal
Dentistry (all),2021,Journal
Surfaces and Interfaces,2018,Journal
Physical and Theoretical Chemistry,2018,Journal
Colloid and Surface Chemistry,2018,Journal
Computer Science (all),2020,Journal
Materials Science (all),2020,Journal
Engineering (all),2020,Journal
Chemistry (all),2021,Journal
Condensed Matter Physics,2021,Journal
Polymers and Plastics,2021,Journal
Materials Chemistry,2021,Journal
"Renewable Energy, Sustainability and the Environment",2021,Journal
Medicine (all),2021,Journal
Multidisciplinary,2023,Journal
Community and Home Care,2022,Journal
Maternity and Midwifery,2022,Journal
Pediatrics,2022,Journal
Medical and Surgical Nursing,2022,Journal
Polymers and Plastics,2019,Journal
Materials Chemistry,2019,Journal
Biotechnology,2021,Journal
Food Science,2021,Journal
Infectious Diseases,2018,Journal
Pharmacology (medical),2018,Journal
Nursing (all),2022,Journal
Computer Science (miscellaneous),2022,Journal
"Geography, Planning and Development",2022,Journal
"Renewable Energy, Sustainability and the Environment",2022,Journal
Building and Construction,2022,Journal
Environmental Science (miscellaneous),2022,Journal
Energy Engineering and Power Technology,2022,Journal
Hardware and Architecture,2022,Journal
Computer Networks and Communications,2022,Journal
"Management, Monitoring, Policy and Law",2022,Journal
Chemistry (all),2019,Journal
Polymers and Plastics,2019,Journal
Multidisciplinary,2022,Journal
Multidisciplinary,2020,Journal
Microbiology,2021,Journal
"Ecology, Evolution, Behavior and Systematics",2021,Journal
Biotechnology,2022,Journal
Applied Microbiology and Biotechnology,2022,Journal
Anatomy,2019,Journal
Histology,2019,Journal
Cell Biology,2019,Journal
"Surfaces, Coatings and Films",2023,Journal
"Pediatrics, Perinatology and Child Health",2021,Journal
Orthopedics and Sports Medicine,2021,Journal
Nuclear and High Energy Physics,2019,Journal
Multidisciplinary,2018,Journal
Microbiology,2020,Journal
"Ecology, Evolution, Behavior and Systematics",2020,Journal
"Ecology, Evolution, Behavior and Systematics",2019,Journal
Ecology,2019,Journal
Plant Science,2019,Journal
"Safety, Risk, Reliability and Quality",2023,Journal
Safety Research,2023,Journal
"Public Health, Environmental and Occupational Health",2023,Journal
Chemical Health and Safety,2023,Journal
Environmental Engineering,2020,Journal
Environmental Chemistry,2020,Journal
Chemistry (all),2020,Journal
Pollution,2020,Journal
"Health, Toxicology and Mutagenesis",2020,Journal
Life-span and Life-course Studies,2022,Journal
"Endocrinology, Diabetes and Metabolism",2021,Journal
Food Science,2021,Journal
Nutrition and Dietetics,2021,Journal
"Ecology, Evolution, Behavior and Systematics",2022,Journal
Ecology,2022,Journal
Plant Science,2022,Journal
Complementary and Alternative Medicine,2021,Journal
Education,2022,Journal
Leadership and Management,2023,Journal
Health Policy,2023,Journal
Health Informatics,2023,Journal
Health Information Management,2023,Journal
"Renewable Energy, Sustainability and the Environment",2018,Journal
Energy Engineering and Power Technology,2018,Journal
Energy (miscellaneous),2018,Journal
Control and Optimization,2018,Journal
Electrical and Electronic Engineering,2018,Journal
"Public Health, Environmental and Occupational Health",2022,Journal
Chemistry (all),2022,Journal
Chemical Engineering (all),2022,Journal
Management Information Systems,2023,Journal
Information Systems,2023,Journal
Sociology and Political Science,2023,Journal
Economics and Econometrics,2023,Journal
Management of Technology and Innovation,2023,Journal
Structural Biology,2019,Journal
Biochemistry,2019,Journal
Molecular Biology,2019,Journal
